2048	 22.142241	0.013696
4096	 0.030880 	0.012992
8192	 0.026176 	0.018112
16384	 0.040128 	0.027808
32768	 0.068736 	0.048704
65536	 0.127520 	0.088000
131072	 0.248384 	0.169920
262144	 0.478976 	0.331584
524288	 0.950400 	0.655584
1048576	 1.887168 	1.298656
2097152	 3.754144 	2.591584
4194304	 7.479904 	5.168032
